"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.code_1","Input.code_2","Input.code_3","Input.code_4","Input.code_5","Input.code_6","Input.code_7","Input.code_8","Input.prompt_1","Input.prompt_2","Input.prompt_3","Input.prompt_4","Input.prompt_5","Input.prompt_6","Input.prompt_7","Input.prompt_8","Input.list","Answer.comments","Answer.country","Answer.english","Answer.response_1","Answer.response_2","Answer.response_3","Answer.response_4","Answer.response_5","Answer.response_6","Answer.response_7","Answer.response_8","Approve","Reject"
"3THR0FZ95PTNWLNMGXTFIMK2A3ULOU","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","37ZHEEHM6WM1HV3RJ7DE0YZCVE573E","A20JA3YSZ8G6QY","Submitted","Wed Apr 19 14:18:41 PDT 2017","Wed Apr 19 14:19:50 PDT 2017","Sat Apr 22 14:19:50 PDT 2017","","","","69","100% (1/1)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_negative","verb_negative;property_positive","verb_positive;property_positive","verb_negative;property_negative","verb_positive;property_negative","verb_positive;property_positive","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","1","{}","USA","yes","1","1","3","3","5","5","1","1"
"3I01FDIL6M8QR2APGIXUSW9U0PWD20","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","3SNVL38CI4SDPA6UVUDOX68S7BICKN","AKHH4W14A6AN9","Submitted","Wed Apr 19 14:19:12 PDT 2017","Wed Apr 19 14:21:07 PDT 2017","Sat Apr 22 14:21:07 PDT 2017","","","","115","100% (13/13)","0% (0/0)","0% (0/0)","verb_positive;property_positive","verb_negative;property_negative","verb_negative;property_positive","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_negative","verb_negative;property_negative","verb_positive;property_positive","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","2","{}","USA","yes","4","4","1","1","1","1","4","1"
"3DIIW4IV8PVH2R5YCAHTC8M5C80I43","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","3GS6S824SQXNBEX29Y551SWZTM4WNK","A39A7S4KY5TLW7","Submitted","Wed Apr 19 14:18:40 PDT 2017","Wed Apr 19 14:19:41 PDT 2017","Sat Apr 22 14:19:41 PDT 2017","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_negative;property_negative","verb_negative;property_positive","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_positive","verb_positive;property_negative","verb_positive;property_positive","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","3","{}","USA","yes","4","4","3","4","4","4","3","4"
"35A1YQPVFEGZYA9YQF03H0SJC4VI58","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","3BV8HQ2ZZW1IXGO79CNWHSDM6DDA6E","A34ZULY6WMWR0D","Submitted","Wed Apr 19 14:18:37 PDT 2017","Wed Apr 19 14:21:15 PDT 2017","Sat Apr 22 14:21:15 PDT 2017","","","","158","100% (5/5)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_positive","verb_positive;property_positive","verb_negative;property_positive","verb_positive;property_negative","verb_negative;property_negative","verb_positive;property_positive","verb_negative;property_negative","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","4","{}","USA","yes","2","1","2","3","1","3","3","3"
"32PT7WK7DMFFCK68KIBZB6EM63WD3B","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:34 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:34 PDT 2017","","","33PPUNGG385CK7UZDS6T9GVRBLXZR1","A1FQGVP8SX5WE2","Submitted","Wed Apr 19 14:18:36 PDT 2017","Wed Apr 19 14:25:28 PDT 2017","Sat Apr 22 14:25:28 PDT 2017","","","","412","100% (3/3)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_negative","verb_negative;property_negative","verb_positive;property_positive","verb_positive;property_positive","verb_negative;property_positive","verb_positive;property_negative","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","5","{}","USA","yes","1","1","5","3","5","2","1","1"
"338431Z1FLFYZJIZLHQB4YT1GVJORN","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","3GGAI1SQEVY8FY6XG6Q4CJ0WWGDCMS","A3FR7HHX2IS2FG","Submitted","Wed Apr 19 14:18:40 PDT 2017","Wed Apr 19 14:26:54 PDT 2017","Sat Apr 22 14:26:54 PDT 2017","","","","494","100% (5/5)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_positive;property_negative","verb_positive;property_positive","verb_negative;property_negative","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_positive","verb_positive;property_positive","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","6","{}","USA","yes","3","2","3","4","3","2","3","4"
"3M0556243SKJE8DET7Q48KFDNX3FN4","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","3JC6VJ2SABJMECOT4TDRPMZMAI2A5Y","A3KEC9CE406TM0","Submitted","Wed Apr 19 14:18:33 PDT 2017","Wed Apr 19 14:21:22 PDT 2017","Sat Apr 22 14:21:22 PDT 2017","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","verb_positive;property_positive","verb_positive;property_negative","verb_positive;property_negative","verb_negative;property_negative","verb_negative;property_negative","verb_positive;property_positive","verb_negative;property_positive","verb_negative;property_positive","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","7","none","USA","yes","2","2","1","4","5","3","2","1"
"3R16PJFTS3R88MVMCD25PO1I4CP4K0","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","33LK57MYLT5OLMUCSH6YZQ0NXNGZSP","AOTSBJGYMR4N8","Submitted","Wed Apr 19 14:18:39 PDT 2017","Wed Apr 19 14:26:36 PDT 2017","Sat Apr 22 14:26:36 PDT 2017","","","","477","0% (0/0)","0% (0/0)","0% (0/0)","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_negative","verb_positive;property_positive","verb_positive;property_positive","verb_negative;property_positive","verb_negative;property_negative","verb_negative;property_negative","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","8","{}","USA","yes","4","2","3","5","3","1","2","4"
"3XD2A6FGFNU7TBE6YH7YXI387YG9SI","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","35L9RVQFCOII9EMMB0VREKE6MULHUY","A17N0KYF6TCBLP","Submitted","Wed Apr 19 14:22:46 PDT 2017","Wed Apr 19 14:29:15 PDT 2017","Sat Apr 22 14:29:15 PDT 2017","","","","389","0% (0/0)","0% (0/0)","0% (0/0)","verb_positive;property_positive","verb_negative;property_negative","verb_negative;property_negative","verb_positive;property_negative","verb_positive;property_positive","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_positive","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","9","{}","USA","yes","1","5","4","3","5","1","1","2"
"3O2Y2UIUCQUI62SBWUYOGSY9T2YKF4","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:18:33 PDT 2017","1","BatchId:2772793;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:18:33 PDT 2017","","","36NEMU28XFDHTWC2XXQ5OD7ZOWUWMK","A35QZFRG4FKK3Z","Submitted","Wed Apr 19 14:18:38 PDT 2017","Wed Apr 19 14:20:47 PDT 2017","Sat Apr 22 14:20:47 PDT 2017","","","","129","100% (2/2)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_positive;property_negative","verb_negative;property_positive","verb_positive;property_positive","verb_negative;property_positive","verb_negative;property_negative","verb_negative;property_negative","verb_positive;property_positive","Jessica tells you: ""It doesn't comfort me that Nicole is stupid"". 
 How likely is someone being stupid to comfort people?","Jessica tells you: ""It doesn't amuse me that Nicole is greedy"". 
 How likely is someone being greedy to amuse people?","Sarah tells you: ""It doesn't bother me that Melissa is courageous"". 
 How likely is someone being courageous to bother people?","Jessica tells you: ""It doesn't delight me that Sarah is talented"". 
 How likely is someone being talented to delight people?","Jennifer tells you: ""It doesn't upset me that Stephanie is smart"". 
 How likely is someone being smart to upset people?","Jessica tells you: ""It doesn't worry me that Sarah is rude"". 
 How likely is someone being rude to worry people?","Amanda tells you: ""It doesn't annoy me that Stephanie is jealous"". 
 How likely is someone being jealous to annoy people?","Stephanie tells you: ""It doesn't inspire me that Jennifer is playful"". 
 How likely is someone being playful to inspire people?","10","{}","USA","yes","1","1","1","5","3","4","5","3"
